0.569444,0.796296 
0.567568,0.801802 
0.567568,0.801802 
0.567568,0.801802 
0.601695,0.762712 
0.567568,0.801802 
0.787879,0.939394 
0.497382,0.685864 
0.497382,0.696335 
0.614754,0.721311 
0.481061,0.833333 
0.481061,0.833333 
0.484848,0.833333 
0.516949,0.796610 
0.787879,0.939394 
0.475054,0.715835 
0.637324,0.848592 
0.612069,0.844828 
0.636126,0.908003 
0.636024,0.908072 
0.635549,0.908140 
0.635922,0.907394 
0.644828,0.737931 
0.666667,0.641667 
0.632911,0.683544 
0.469697,0.878788 
0.500000,0.787500 
0.493827,0.790123 
0.518519,0.716049 
0.493827,0.790123 
0.405028,0.743017 
0.466667,0.600000 
0.454545,0.672727 
0.478261,0.673913 
0.487952,0.686747 
0.487952,0.686747 
0.476190,0.690476 
0.605263,0.526316 
0.522222,0.733333 
0.596154,0.673077 
0.635417,0.583333 
0.581633,0.693878 
0.602564,0.769231 
0.550000,0.700000 
0.520408,0.755102 
0.477273,0.659091 
0.443182,0.681818 
0.500000,0.700000 
0.477273,0.590909 
0.454545,0.590909 
0.462687,0.716418 
0.407186,0.742515 
0.410180,0.742515 
0.405028,0.743017 
0.537736,0.660377 
0.637324,0.848592 
0.772727,0.939394 
0.543165,0.654676 
0.500000,0.727273 
0.512658,0.824593 
0.504673,0.833645 
0.504798,0.831094 
0.505747,0.833333 
0.631944,0.944444 
